data_structure,N,runs,cycles,instructions,ipc,cache_misses,branches,branch_misses,L1_misses,TLB_misses
Deque,1045,274,2383198,4577525,1.92,22888,447856,6228,<notcounted>,<notcounted>
Deque,2550,276,4214258,10053152,2.39,27665,871142,6408,1835,<notcounted>
Deque,4757,317,7916184,19653756,2.48,30285,1693147,7022,5597,<notcounted>
Deque,7718,329,13318602,31371967,2.36,55333,2680098,7402,36849,90
Deque,9833,288,14229063,35959736,2.53,38280,3007365,7202,195169,188
Deque,25215,323,39061000,105393432,2.70,61325,8368130,10694,546576,174
Deque,45274,301,64930106,178087349,2.74,99692,14096293,11532,895036,491
Deque,77511,310,121443664,318706384,2.62,235053,24282887,15046,1565615,1577
Deque,92250,291,125351433,350949207,2.80,125234,27472068,14283,1748452,681
Deque,255890,314,414440961,1047023180,2.53,3593025,81211246,23441,5244227,11369
Deque,466701,320,739584137,1955865944,2.64,9363421,151919803,36477,9655125,20864
Deque,684859,295,1160929739,2652330371,2.28,19292364,204987982,59187,13207900,140432
Deque,925677,270,1214605536,3286027651,2.71,24484635,253381952,47125,16291570,39510
Deque,2252930,34,486304643,1071312280,2.20,8623193,83825741,33131,5515548,88907
Deque,4502226,29,708798831,1824924413,2.57,14614293,144843835,36811,9355195,151773
Deque,6769653,31,1090363586,2924217857,2.68,23301300,230589586,53057,14836340,238249
Deque,10000000,3,261031786,692329046,2.65,6083504,58509876,31920,4043936,55717
Heap,1045,327,2920501,3274756,1.12,21397,510776,7204,1801,<notcounted>
Heap,2550,281,4976759,5952938,1.20,24153,896458,7673,1916,<notcounted>
Heap,4757,320,9219008,11290196,1.22,25859,1729684,8601,4872,179
Heap,7718,281,13997210,14575734,1.04,61021,2428986,11058,167217,334
Heap,9833,297,17237441,21239712,1.23,49248,3163518,12630,201647,240
Heap,25215,303,44221800,55561018,1.26,57602,8037443,22381,507942,259
Heap,45274,273,71225334,90510321,1.27,106980,12962491,31321,805103,450
Heap,77511,291,128339821,163613385,1.27,162074,23605410,43753,1455785,1402
Heap,92250,275,143867520,183562747,1.28,252610,26669445,48799,1643774,2076
Heap,255890,313,461897727,576590696,1.25,3337247,83077206,121192,5141419,6314
Heap,466701,304,845140463,1012915232,1.20,10016087,147368927,207582,9175455,28261
Heap,684859,307,1348102389,1468454597,1.09,17709709,229020022,254403,13630804,37514
Heap,925677,319,1875027724,2064658075,1.10,25130143,308060365,354280,19811521,105275
Heap,2252930,28,453573924,558185192,1.23,7141468,82082878,655396,4549938,71968
Heap,4502226,32,973687128,1215617928,1.25,15979015,183174665,1292047,10382077,166327
Heap,6769653,34,1692095961,2011197049,1.19,26316970,288099352,1948375,16829501,274057
Heap,10000000,4,585164452,769245473,1.31,7359235,122973314,2542759,4829869,72001
HashMap,1045,279,8168831,8408363,1.03,23879,2485982,71321,239327,323
HashMap,2550,321,24817478,19572986,0.79,80237,5601515,75358,550702,141
HashMap,4757,296,24781004,39336660,1.59,62950,9463600,154523,950586,566
HashMap,7718,294,21510953,39228334,1.82,58754,8947933,52039,1002992,83
HashMap,9833,313,78447259,78837009,1.00,121661,21430872,94605,1923397,1913
HashMap,25215,324,111649249,166281147,1.49,289844,44717563,773402,3948227,2623
HashMap,45274,280,157944081,264127824,1.67,1448981,77784461,493739,7255855,6388
HashMap,77511,302,355651463,587966096,1.65,12871114,154258379,531028,15050021,32587
HashMap,92250,318,424485878,638869523,1.51,13057636,160260060,1787295,16065732,19795
HashMap,255890,294,773481711,1272745461,1.65,35949174,320617095,3284565,28704057,259799
HashMap,466701,321,1513893286,2610788492,1.72,74638331,683761448,1842837,66243346,1302872
HashMap,684859,294,3001283159,4607350196,1.54,163707029,1284982924,8037848,116138198,2319714
HashMap,925677,295,3065930849,4876706900,1.59,163204908,1267689473,10924940,118519902,2571737
HashMap,2252930,32,1629722984,2127539143,1.31,79915484,577284209,3377949,58612079,2678829
HashMap,4502226,33,3075613286,4406551382,1.43,158806392,1191578435,3521152,119186609,4926057
HashMap,6769653,30,3414601271,4317325534,1.26,163518169,1102973774,17549419,113743135,6717421
HashMap,10000000,3,2161560468,1641533948,0.76,69818752,371676833,2272428,54623591,8094571
RBTree,1045,306,4541628,4570384,1.01,20469,938206,12349,252832,<notcounted>
RBTree,2550,304,7017876,9043919,1.29,49548,2026055,19262,1558611,99
RBTree,4757,290,25412566,18286652,0.72,67906,3655209,42208,2745267,384
RBTree,7718,278,33377110,26094380,0.78,85753,5658820,64950,4389297,352
RBTree,9833,307,57969493,36725166,0.63,111807,7657107,96020,5630026,307
RBTree,25215,324,187134111,104773137,0.56,158197,21975809,272266,14613682,1030
RBTree,45274,297,349764036,188477248,0.54,553230,36376254,438498,21296259,2230
RBTree,77511,317,863567964,349106674,0.40,12985917,69976169,885160,42395079,16567
RBTree,92250,311,855008097,424564854,0.50,8772903,80712676,950252,48074835,17297
RBTree,255890,320,7427382944,1441935809,0.19,401576000,250276115,3710287,204536486,57614110
RBTree,466701,284,16218237972,2279386824,0.14,753678102,414973393,7512421,390360179,134343505
RBTree,684859,280,17367493596,3028879644,0.17,1016277401,572816650,10111911,566369286,194293420
RBTree,925677,308,32499864679,4407648061,0.14,1582636729,849114571,17759321,846163406,289959031
RBTree,2252930,34,9589870614,2520158323,0.26,468697707,576827986,31234056,256692496,79882571
RBTree,4502226,25,18984034902,4688274786,0.25,721670899,1091724297,67074480,400430325,119071172
RBTree,6769653,25,23723162362,7093862831,0.30,1096840738,1646135019,102718676,604821874,178138267
RBTree,10000000,3,13244570259,7730151263,0.58,347448695,1944618292,157128088,240045249,41240062
BTree,1045,281,2637726,3302456,1.25,20435,535713,6506,2120,<notcounted>
BTree,2550,294,5644970,7272637,1.29,32510,1131741,7086,373335,<notcounted>
BTree,4757,285,8416729,11817528,1.40,19373,1910624,6964,633325,186
BTree,7718,323,14936876,21390770,1.43,40715,3348182,7055,1122310,80
BTree,9833,272,16038710,23036468,1.44,43505,3629563,7043,1199481,74
BTree,25215,318,46111886,68124924,1.48,48663,10441547,8267,3457267,126
BTree,45274,318,82997692,122318065,1.47,70829,18623946,11364,5908522,244
BTree,77511,299,131720466,196687821,1.49,123026,30114683,12293,9675664,328
BTree,92250,316,167206641,246997747,1.48,182264,37714317,13526,12224391,517
BTree,255890,302,531480429,650343280,1.22,17839193,100370221,22420,32139008,446645
BTree,466701,306,1041230725,1206493119,1.16,59443319,183645027,31351,58796464,957809
BTree,684859,299,1468779602,1735877841,1.18,89649316,263821630,36592,84507878,1369054
BTree,925677,310,2064211351,2422718232,1.17,131153250,370264723,39129,118203995,1917232
BTree,2252930,34,634878160,764208513,1.20,38960831,119753325,37071,32262556,530928
BTree,4502226,26,1010542059,1230136044,1.22,60073665,193679457,58054,50068224,818014
BTree,6769653,31,1757895848,2125439994,1.21,108525437,333281390,82642,89456123,1454683
BTree,10000000,2,519705009,743651791,1.43,15190602,127683574,100955,13218564,208235
CircularBuffer,1045,310,6753366,7802406,1.16,16288,814883,6717,3111,<notcounted>
CircularBuffer,2550,275,14155218,15942128,1.13,22043,1574018,6653,4541,86
CircularBuffer,4757,293,27043130,31660257,1.17,37287,2977378,9479,14724,27
CircularBuffer,7718,294,43654982,51417896,1.18,46087,4748555,9561,38045,174
CircularBuffer,9833,295,69698669,63746522,0.91,75675,6162852,10358,376019,697
CircularBuffer,25215,280,155924117,157744519,1.01,94347,14404490,10815,917037,941
CircularBuffer,45274,316,268851132,319010109,1.19,136536,29181224,12751,1822597,503
CircularBuffer,77511,280,400128993,482411602,1.21,235159,44097659,15410,2778472,537
CircularBuffer,92250,289,549967796,592905094,1.08,223160,54087364,17516,3426742,4486
CircularBuffer,255890,292,1374954257,1654907866,1.20,2258771,151298958,22079,9512610,1673
CircularBuffer,466701,273,2492552519,2831575727,1.14,8918683,258955253,49507,16272337,42156
CircularBuffer,684859,324,4085911249,4921545868,1.20,7675516,448039482,54330,28221823,18158
CircularBuffer,925677,327,5600239871,6701609795,1.20,20518063,612578818,67358,38536437,37353
CircularBuffer,2252930,32,1416009387,1661545437,1.17,13217077,154828926,31555,9649387,144513
CircularBuffer,4502226,34,2985778254,3518592538,1.18,30570380,324881269,40755,20356055,315031
CircularBuffer,6769653,25,3530021859,3954092906,1.12,36196867,367111353,58971,22920117,357906
CircularBuffer,10000000,2,656618705,761544753,1.16,7003996,78591700,33175,4657632,68092
SkipList,1045,284,7818324,3811878,0.49,19494,640788,13844,375180,<notcounted>
SkipList,2550,308,29073885,9315664,0.32,38877,1622762,33128,953027,63
SkipList,4757,315,72740673,16242893,0.22,61053,2957582,53438,1866251,165
SkipList,7718,323,132468632,24302112,0.18,122150,4693123,88869,2939533,364
SkipList,9833,305,159716894,27882243,0.17,78758,5751627,114240,3466982,122
SkipList,25215,322,464491708,74951315,0.16,4021368,13215281,254777,9548262,8120
SkipList,45274,270,1009836453,119509185,0.12,15949460,21405557,444466,16758853,1325727
SkipList,77511,288,4287264596,230524070,0.05,103684161,41951753,865497,65177807,20592274
SkipList,92250,307,5680203812,290984173,0.05,154122302,51620675,1027455,88641232,28193510
SkipList,255890,295,16349056055,786905774,0.05,452368753,140344416,3047686,245028666,76743753
SkipList,466701,294,33083603405,1534561232,0.05,862470553,275822507,6019237,452181001,140260008
SkipList,684859,310,53431607673,2341079531,0.04,1419199192,418330585,9123704,699293849,217931008
SkipList,925677,315,72623849500,3062382152,0.04,1972691606,545109315,11931530,960618930,300246324
SkipList,2252930,29,28684470419,2478525970,0.09,773416990,629467793,28860719,472718866,96776350
SkipList,4502226,33,87474363052,6205556341,0.07,2204950333,1582613661,62087004,1273473526,244677625
SkipList,6769653,31,153162179516,10483168514,0.07,3747108235,2737127322,96523303,2242270661,387460023
SkipList,10000000,2,154116611998,14178899383,0.09,3612663752,4114021355,143242672,3028190076,324329792
SlabList,1045,297,2882380,2910894,1.01,35856,484599,7847,19398,<notcounted>
SlabList,2550,276,5132532,5861478,1.14,32205,882867,8191,4228,<notcounted>
SlabList,4757,271,8544023,9398429,1.10,41136,1481627,8615,7488,158
SlabList,7718,296,13970395,16551103,1.18,47890,2465172,10488,27720,223
SlabList,9833,288,16563539,20594146,1.24,35346,3039773,10355,193260,275
SlabList,25215,307,44569427,56027639,1.26,68218,8017679,19646,510980,256
SlabList,45274,317,81271350,103689145,1.28,71161,14665288,26783,932180,487
SlabList,77511,291,131465874,162088041,1.23,123008,22827983,38286,1459095,2331
SlabList,92250,327,187773219,209755267,1.12,187780,32692930,48825,1948005,3680
SlabList,255890,277,442925018,529971725,1.20,2803568,72154612,106465,4512215,22489
SlabList,466701,329,986375433,1108273525,1.12,13032247,162775087,224845,9815963,40471
SlabList,684859,299,1301582870,1492817305,1.15,15582545,216454646,281391,12973101,37162
SlabList,925677,293,1737114207,1930763553,1.11,21661000,270471030,380596,17912584,65151
SlabList,2252930,34,506520249,556990111,1.10,7562602,80388674,123140,5443360,85426
SlabList,4502226,26,711257929,882360073,1.24,12239703,131010095,159993,7917406,123196
SlabList,6769653,31,1283421715,1573578863,1.23,21996562,232615078,273046,14049239,219487
SlabList,10000000,4,302298678,424710007,1.40,4961671,69401103,87725,3539130,52206
Trie,1045,280,209644602,260729312,1.24,517443,69661728,3629252,4907980,1421
Trie,2550,314,615821020,693790799,1.13,4616295,191580708,9597428,13049968,12248
Trie,4757,282,1257124562,1186685478,0.94,18831769,304587825,14878388,21109377,152645
Trie,7718,270,2017777942,1711326258,0.85,40423784,439732620,22120546,32875233,384432
Trie,9833,313,2771544712,2458010987,0.89,67263755,661928419,33248121,47060912,703096
Trie,25215,276,7129266874,5366810029,0.75,234928217,1450790239,68301818,105710417,5358974
Trie,45274,315,15630026598,11079760295,0.71,592856755,2897445777,132704297,216639203,16875265
Trie,77511,274,23874466282,16031579011,0.67,987793936,4192083703,191987620,319857083,25379352
Trie,92250,274,27433054064,18679587260,0.68,1156474234,4863663776,228080989,371294977,30101349
Trie,255890,275,70149733223,48576622478,0.69,3225636504,12330938156,553903113,976379384,83039695
Trie,466701,318,152411560533,100053759089,0.66,6922745253,25486441979,1140090401,2034816850,173210905
Trie,684859,292,206631326934,134182446762,0.65,9392389505,34099824758,1513714415,2743723364,232449781
Trie,925677,312,306793642232,192953714527,0.63,13684237326,49061171767,2141643546,3968430387,336109332
Trie,2252930,31,62374267241,36680532462,0.59,3005783719,9780928720,453285622,889412383,80920100
Trie,4502226,26,91736435655,52765571596,0.58,4799421810,14654248505,636215643,1416766341,134382061
Trie,6769653,29,153768598225,82591740168,0.54,7911275165,23410263194,995471725,2341741686,226083321
Trie,10000000,4,43748827601,27044872460,0.62,1822457378,6770370552,201877176,604296901,53396284
vEBTree,1045,293,22136895,31014690,1.40,52575,6460468,74094,1434876,310
vEBTree,2550,284,51759506,78214759,1.51,133834,14269412,163419,3395282,414
vEBTree,4757,321,121474815,199648817,1.64,371707,37670541,353413,7948285,572
vEBTree,7718,272,117983205,202418485,1.72,787301,34013088,349560,6471349,4443
vEBTree,9833,277,267654837,359268895,1.34,10542724,62226700,720074,14249009,15972
vEBTree,25215,312,907732445,998029111,1.10,63698505,163322311,1458341,37079050,852785
vEBTree,45274,304,1872831502,1798484075,0.96,136411517,296430460,3735838,68476972,1695005
vEBTree,77511,271,2966021690,2837806125,0.96,232163109,467811614,3002277,106341323,3011434
vEBTree,92250,315,4008925399,3806798427,0.95,285464587,622769428,3130017,143149317,3520568
vEBTree,255890,303,8159331174,8874503796,1.09,546999537,1431725263,11907580,298624164,6746219
vEBTree,466701,314,16795854927,16649320013,0.99,1159015499,2704962447,32855172,572629410,14407172
vEBTree,684859,315,33111984114,29063082317,0.88,2314761755,4925664962,51073079,1082959169,28183658
vEBTree,925677,322,35821341288,34580442167,0.97,2365531774,5631597809,46852511,1192580869,29794077
vEBTree,2252930,34,18901685868,17771385121,0.94,1050126747,3220137521,27244642,431192966,19366550
vEBTree,4502226,27,34396620773,32398121412,0.94,1748537992,5925850106,56625949,732226779,34282562
vEBTree,6769653,33,39993906940,40612286755,1.02,2164418737,7264102598,59400840,1022300024,46109946
vEBTree,10000000,3,38351659153,41333190954,1.08,957863918,7440070213,26578789,425483278,42657081
Array,974,315,2616746,3195766,1.22,24495,525605,9141,14847,<notcounted>
Array,2433,278,4838015,6131071,1.27,20188,995187,9827,8390,<notcounted>
Array,5343,285,9952617,12848107,1.29,40839,2138349,14590,34672,265
Array,8185,299,16059573,20471714,1.27,67103,3389309,22178,18239,156
Array,10651,301,20844831,26629502,1.28,55765,4356770,47144,220801,227
Array,23174,274,41004021,53515953,1.31,80548,8857818,83705,450957,225
Array,54918,282,98756235,127490459,1.29,117728,20747868,253247,1058904,388
Array,72582,274,128532214,165600170,1.29,170470,26664100,241957,1357777,1055
Array,101551,276,179934586,233805862,1.30,299971,37164636,309936,1926573,1202
Array,257503,271,454922501,594326297,1.31,1338762,96316994,771736,4853847,5462
Array,472323,283,882693151,1131001050,1.28,5337576,184725028,1892367,9456376,19076
Array,689528,283,1293447499,1656923308,1.28,11922666,270690308,2739577,13846025,22815
Array,904310,325,2084557498,2477654104,1.19,23619752,396060422,4349986,20538933,44874
Array,2263636,28,1277929392,1532983503,1.20,10625811,319943031,12629231,9725551,91053
Array,4515101,29,2659758466,3085831573,1.16,21242036,672340327,26773754,21095547,204948
Array,6775976,32,3668986259,4777048687,1.30,34852061,1045672239,33555852,32861288,304411
Array,10000000,2,3896331228,5063680458,1.30,25036407,1279044068,58072849,30737822,175982
LinkedList,974,291,2765441,3152420,1.14,28250,515956,7562,15146,<notcounted>
LinkedList,2433,281,5808122,6658274,1.15,39379,1029565,7575,374265,737
LinkedList,5343,300,11243120,14367268,1.28,38608,2067933,7644,928436,81
LinkedList,8185,305,18080804,21350560,1.18,53260,3386014,9505,1447861,60
LinkedList,10651,287,22755991,26246000,1.15,43406,4209155,10633,1694965,414
LinkedList,23174,298,51574913,56843840,1.10,124478,9185682,12386,3653451,667
LinkedList,54918,312,134594819,136101773,1.01,530309,21668679,16840,8995805,8499
LinkedList,72582,284,179436617,166348547,0.93,1514413,27602863,18091,10382687,9049
LinkedList,101551,295,263493453,241465485,0.92,3974224,39458543,22883,14995697,27369
LinkedList,257503,308,832009091,648714887,0.78,39279891,98301548,42154,40301688,627436
LinkedList,472323,297,1460917352,1136933300,0.78,86780402,177031994,61318,71040849,1126528
LinkedList,689528,314,2224002878,1740061644,0.78,136748801,265919933,74795,109421127,1733722
LinkedList,904310,318,2976299955,2316999507,0.78,186151258,353212920,107294,145247769,2308300
LinkedList,2263636,29,935979658,1200995382,1.28,45389695,225213897,100344,35655429,569966
LinkedList,4515101,33,2064779502,2520350994,1.22,104431692,467936433,204820,79594589,1267455
LinkedList,6775976,25,2560812677,3385561289,1.32,119995517,649162113,306129,92944226,1478041
LinkedList,10000000,4,1662621885,3528977137,2.12,40606926,742687439,372863,31546774,483961
AoS,974,288,2620604,2839922,1.08,20865,447808,7438,4373,<notcounted>
AoS,2433,307,5385112,6104105,1.13,35466,923083,6612,346266,<notcounted>
AoS,5343,278,9781422,11136891,1.14,34110,1687574,7256,627537,600
AoS,8185,296,15191847,17817722,1.17,42862,2674632,7374,990713,379
AoS,10651,318,20926812,25060792,1.20,64076,3645530,11155,1349428,209
